slang,formal,In-dictionary
diajarin,diajari,0
diakibtkn,diakibatkan,0
"diam""",diam-diam,0
diamkn,diamkan,0
dianter,diantar,0
dianterin,diantar,0
dianterin,diantar,0
dianterin,diantarkan,0
diapa2in,diapa-apai,0
diapa2in,diapa-apai,0
diapain,diapakan,0
diapain,diapakan,0
dibanggain,dibanggakan,0
dibangga'in,dibangga-banggakan,0
dibiarin,dibiarkan,0
dibikin2,dibikin-bikin,0
dibkatakan,dikatakan,0
dibls,dibalas,0
dibnggain,dibanggakan,1
didapet,didapat,0
didatengin,didatangi,1
didengerin,didengarkan,0
dieee,dia,1
diem,diam,1
diem,diam,1
diemin,diamkan,0
diemin,diamkan,0
diemm,diam,1
difotoin,difoto,0
digabtikan,digantikan,0
digambarin,digambarkan,0
diginiin,dibeginikan,0
diginiin,dibeginikan,0
diginiin,dibeginikan,0
diginikan,dibeginikan,0
digituin,dibegitukan,0
digituin,dibegitukan,0
digituin,dibegitukan,0
dihargain,dihargai,0
dihh,dih,1
dihpus,dihapus,0
dii,di,1
diihhhh,dih,1
diindonesis,diindonesia,0
diingetin,diingatkan,0
dijadiin,dijadikan,0
dijadiin,dijadikan,0
dijadiin,dijadikan,0
dijelekin,dijelekkan,0
dijkt,dijakarta,0
dijwb,dijawab,0
dikata2in,dikata-katai,0
dikata2in,dikata-katai,0
dikata2in,dikata-katai,0
dikatain,dikatai,0
dikatain,dikatai,0
dikemanain,dikemanakan,0
dikemanain,dikemanakan,0
dikerasin,dikerasi,0
dikerasin,dikerasi,0
diksi,dikasih,0
diladenin,diladeni,0
diladenin,diladeni,0
dilepas2,dilepas-lepas,0
diliat,dilihat,1
diliat,dilihat,0
diliat,dilihat,0
diliatnya,dilihatnya,0
dilindungin,dilindungi,0
diluangin,diluangkan,0
diluarann,diluaran,0
diluarann,diluaran,0
"dimana""",dimana-mana,0
dimao,dimau,0
dimarahin,dimarahi,0
dimasukin,dimasuki,0
dimusiumin,dimuseumkan,0
dinamakn,dinamakan,0
"dingin""",dingin-dingin,0
dinyanyiin,dinyanyikan,0
dipake,dipakai,0
dipake,dipakai,0
dipake,dipakai,0
dipake,dipakai,0
dipake,dipakai,0
dipermainin,dipermainkan,0
dipikirin,dipikirkan,0
dipojokin,dipojokkan,0
dipuja2,dipuja-puja,0
diputusin,diputuskan,0
diputusin,diputuskan,0
dirimuuu,dirimu,0
dirmh,dirumah,0
dirumahny,dirumahnya,0
disiniii,disini,0
disiniii,disini,0
disiniii,disini,0
disiniii,disini,0
disiniii,disini,0
disni,disini,0
disupirin,disopiri,0
ditayangin,ditayangkan,0
ditengah2,ditengah-tengah,0
ditutupin,ditutupi,0
dituutup,ditutup,0
diurusin,diurusi,0
diurusin,diurusi,0
dket2in,dekat-dekati,0
dkuburnya,dikuburnya,0
dl,dulu,1
dl,dulu,1
dl,dulu,1
dl,dulu,1
dl,dulu,1
dl,dulu,1
dl,dulu,1
dl,dulu,1
dl,dulu,1
dl,dulu,1
dlam,dalam,1
dlam,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlm,dalam,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dlu,dulu,1
dluar,diluar,0
dmana,dimana,0
dmana,dimana,0
dmana,dimana,0
dmn,dimana,0
dmn,dimana,0
dmn,dimana,0
dmn,dimana,0
dmn,dimana,0
dmn,dimana,0
dmn,dimana,0
dmn,dimana,0
dmna,dimana,0
dmna,dimana,0
dn,dan,1
dn,dan,1
dn,dan,1
dn,dan,1
dn,dan,1
dn,dan,1
dn,dan,1
dn,dan,1
dn,dan,1
dng,dengan,1
dngan,dengan,1
dngerin,mendengarkan,1
dngerin,mendengarkan,1
dngerin,mendengarkan,1
dnk,dong,1
do,di,1
doa2,doa-doa,0
doaang,doang,1
doangam,doang,1
doank,doang,1
doank,doang,1
doank,doang,1
doank,doang,1
doeloe,dulu,1
dongg,dong,1
dongg,dong,1
dongg,dong,1
dongg,dong,1
dongg,dong,1
donggg,dong,1
dongggg,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donk,dong,1
donkk,dong,1
donks,dong,1
donx,dong,1
doong,dong,1
doonk,dong,1
dooong,dong,1
dosa2mu,dosa-dosamu,0
dosaa,dosa,1
dosaaaaaaaaaa,dosa,1
dosax,dosanya,1
dosax,dosanya,0
dpke,dipakai,1
dpke,dipakai,0
dpn,depan,1
dpn,depan,1
dpn,depan,1
dposisi,diposisi,0
dpotong,dipotong,0
dpotong,dipotong,0
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dpt,dapat,1
dptkan,dapatkan,0
dptnya,dapatnya,0
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dr,dari,1
dramaa,drama,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
dri,dari,1
drii,dari,1
drimana,darimana,1
drimnanya,darimananya,0
dripada,daripada,1
dripada,daripada,1
dripda,daripada,1
dripda,daripada,1
drmn,darimana,0
drpada,daripada,1
drpd,daripada,1
drpd,daripada,1
drpd,daripada,1
drpd,daripada,1
drpd,daripada,1
drpd,daripada,1
drpd,daripada,1
dsana,disana,0
dsar,dasar,1
dsini,disini,0
dsna,disana,0
dsni,disini,0
dsr,dasar,1
dsrny,dasarnya,0
dssi,disisi,0
dstu,disitu,0
dteng,datang,1
dteng,datang,1
dtg,datang,1
dtg,datang,1
dtg,datang,1
dtg,datang,1
dtggu,ditunggu,0
dtgkan,datangkan,0
dtinggl,ditinggal,0
dtnggu,ditunggu,0
dtunggu,ditunggu,0
dua2nya,dua-duanya,0
dua2nya,dua-duanya,0
duanyaa,duanya,0
duetin,duet,1
duetin,duet,1
duhh,duh,1
duhh,duh,1
duhh,duh,1
duhh,duh,1
duhh,duh,1
duhh,duh,1
duhhh,duh,1
duhhhhh,duh,1
dulurrr,dulur,1
duluu,dulu,1
duluuu,dulu,1
duluuu,dulu,1
dumsss,dong,1
dung,dong,1
dung,dong,1
dunk,dong,1
dunk,dong,1
dureen,duren,1
durhaka2,durhaka-durhaka,0
duuhh,duh,1
duuhhh,duh,1
duuhhhhh,duh,1
duuuhh,duh,1
duuuhhh,duh,1
dwh,deh,1
dwsa,dewasa,1
dy,dia,1
dy,dia,1
dy,dia,1
dy,dia,1
dy,dia,1
dy,dia,1
dy,dia,1
dy,dia,1
dy,dia,1
dy,dia,1
dy,dia,1
dy,dia,1
dy,dia,1
dy,dia,1
dya,dia,1
ea,ya,1
ea,ya,1
ea,ya,1
eakyu,waktu,1
edaaaan,edan,1
edaaan,edan,1
edaaann,edan,1
edannn,edan,1
editannn,editan,0
eeeeh,eh,1
eeeehhhh,eh,1
eehhh,eh,1
eey,eh,1
ehh,eh,1
ehh,eh,1
ehh,eh,1
ehh,eh,1
ehh,eh,1
ehh,eh,1
ehh,eh,1
ehhh,eh,1
ehhh,eh,1
eksprsi,ekspresi,1
elaaaahhhh,alah,1
elahh,alah,1
elo,lo,1
elo,lo,1
elo,lo,1
elo,lo,1
elo,lo,1
elo,lo,1
elo,lo,1
elo,lo,1
elo,lo,1
elo,lo,1
elo,lo,1
elo,lo,1
elo2,lo-lo,0
eloo,lo,1
elu,lu,1
elu,lu,1
elu,lu,1
elu,lu,1
elu,lu,1
elu,lu,1
elus2,elus-elus,0
ema,emak,0
emak2,emak-emak,0
emakx,emaknya,0
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emang,memang,1
emangnya,memangnya,0
emank,memang,1
emank,memang,1
emank,memang,1
emeessss,gemas,1
emeezzz,gemas,1
emeshh,gemas,1
emesshhh,gemas,1
emessss,gemas,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emg,memang,1
emk,emak,1
emng,memang,1
emng,memang,1
emng,memang,1
emng,memang,1
emng,memang,1
emng,memang,1
emng,memang,1
emng,memang,1
emng,memang,1
emng,memang,1
emng,memang,1
emngnya,memangnya,0
emnknya,memangnya,0
enakkkkk,enak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
engga,enggak,1
"engga""",enggak-enggak,0
engk,enggak,1
engk,enggak,1
enk,enak,1
entahhh,entah,1
entr,entar,1
epe,apa,1
euyyyyy,euy,0
expresi,ekspresi,1
eyke,aku,1
fakta2,fakta-fakta,0
fakultass,fakultas,1
fans,fan,1
fans2,fan-fan,0
fatanik,fanatik,1
fav,favorit,1
favoriteeee,favorit,1
fhoto,foto,1
fhoto,foto,1
fhotonya,fotonya,0
fi,di,1
fikiran,pikiran,1
fillm,film,1
filmny,filmnya,0
flim.a,filmnya,0
flm,film,1
fotbar,foto bareng,0
fotbar,foto bareng,0
"foto""",foto-foto,0
foto2,foto-foto,1
foto2,foto-foto,1
foto2,foto-foto,0
foto2,foto-foto,0
foto2nya,foto-fotonya,0
fotoin,memfoto,0
fotony,fotonya,0
frestasiii,prestasi,1
fto,foto,1
fto,foto,1
fto,foto,1
fto,foto,1
fto,foto,1
fto,foto,1
fto,foto,1
fto,foto,1
fto,foto,1
fto,foto,1
fto,foto,1
fto,foto,1
fto,foto,1
fto2,foto-foto,0
fto2,foto-foto,0
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
g,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
ga,enggak,1
gaa,enggak,1
gaa,enggak,1
gaa,enggak,1
gaada,enggak ada,0
gabakal,enggak bakal,0
gabisa,enggak bisa,0
gabisa,enggak bisa,0
gabisa,enggak bisa,0
gada,enggak ada,0
gada,enggak ada,0
gada,enggak ada,0
gada,enggak ada,0
gada,enggak ada,0
gadiss,gadis,1
gag,enggak,1
gag,enggak,1
gagahx,gagahnya,0
gaje,enggak jelas,0
gaje,enggak jelas,0
gajelas,enggak jelas,0
gajelas,enggak jelas,0
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gak,enggak,1
gakk,enggak,1
gakkk,enggak,1
gakpapa,enggak apa-apa,0
gakuat,enggak kuat,0
gakuat,enggak kuat,0
gakusah,enggak usah,0
gakwad,enggak kuat,0
gamau,enggak mau,0
gamau,enggak mau,0
gambarin,gambarkan,0
gangguin,mengganggu,1
gans,ganteng,1
ganteeeeng,ganteng,1
ganteng2,ganteng-ganteng,0
gantengg,ganteng,1
gantengg,ganteng,1
gantengg,ganteng,1
gantengg,ganteng,1
gantenggg,ganteng,1
gantenggg,ganteng,1
gantengkuuuuuu,gantengku,0
gantengnyaaaa,gantengnya,0
ganteung,ganteng,1
gantheng,ganteng,1
gantiin,menggantikan,1
ganti'kn,menggantikan,1
gantng,ganteng,1
gantweng,ganteng,1
gapake,enggak pakai,0
gapap,enggak apa-apa,0
gapernah,enggak pernah,0
gapernah,enggak pernah,0
gaprgi,enggak pergi,0
gapunya,enggak punya,0
gara'',gara-gara,1
"gara""",gara-gara,1
"gara""",gara-gara,1
"gara""",gara-gara,1
"gara""",gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,1
gara2,gara-gara,0
garemin,garami,0
garuk2,garuk-garuk,0
gasalah,enggak salah,0
gasih,enggak sih,0
gasih,enggak sih,0
gatau,enggak tau,0
gatau,enggak tau,0
gatau,enggak tau,0
gataunya,enggak taunya,0
gausa,enggak usah,0
gausah,enggak usah,0
gausah,enggak usah,0
gausah,enggak usah,0
gausah,enggak usah,0
gausah,enggak usah,0
gawl,gaul,1
gawul,gaul,1
gayannxa,gayanya,0
gayany,gayanya,0
gayany,gayanya,0
gayax,gayanya,0
gbs,enggak bisa,0
gbs,enggak bisa,0
gbs,enggak bisa,0
gda,enggak ada,0
gda,enggak ada,0
gda,enggak ada,0
gda,enggak ada,0
gde,gede,1
gebleg,geblek,1
gedeg,gedek,1
geeelaakk,gila,1
geetoo,begitu,1
gegra,gegara,1
geh,gih,0
gehh,gih,0
gemay,gemas,1
gemay,gemas,1
gemeeezzzz,gemas,1
gemeessss,gemas,1
gemes,gemas,1
gemes,gemas,1
gemes,gemas,1
gemes,gemas,1
gemes,gemas,1
gemes,gemas,1
gemes,gemas,1
gemes,gemas,1
gemes,gemas,1
gemes,gemas,1
gemesiin,menggemaskan,1
gemesin,menggemaskan,1
gemesin,menggemaskan,1
gemesin,menggemaskan,1
gemesinnnnn,menggemaskan,1
gemesnya,gemasnya,0
gemess,gemas,1
gemesshh,gemas,1
gemesshzzzzhzzhzhzhsjssjs,gemas,1
gemesss,gemas,1
gemesss,gemas,1
gemesyak,gemas ya,0
gemez,gemas,1
gemez,gemas,1
gemezz,gemas,1
gemezzzz,gemas,1
gemmeeezzz,gemas,1
genduut,gendut,1
geneeee,begini,1
genggg,geng,1
genittt,genit,1
geuliiiiiiis,geulis,0
